person_id,fir_number,full_name,normalized_name,role,gender,age,phone,address,district,true_identity_id
P0013305,FIR-2026-005559,Mohammed Rege,mohammed rege,Accused,Male,22.0,,"H.No. 690, Tiwari Road, Proddatur-978584",Mangaluru,TID-OneOff-13305
P0013306,FIR-2026-005559,Vrinda Sagar,sagar vrinda,Victim,Female,66.0,9445129798,"26/364, Mitter Chowk, Nagpur 787060",Mangaluru,TID-Victim-13306
P0013307,FIR-2023-005560,Akshay Dayal,akshay dayal,Accused,Male,54.0,,"H.No. 54, Reddy Path, Deoghar-643980",Hubballi-Dharwad,TID-OneOff-13307
P0013308,FIR-2023-005560,Darpan Narayan,darpan narayan,Complainant,Male,31.0,9944030073,,Hubballi-Dharwad,TID-Victim-13308
P0013309,FIR-2024-005561,Praneel Pau,pau praneel,Accused,Male,43.0,9635462160,"98, Kashyap Street, Parbhani-661983",Bengaluru City,TID-OneOff-13309
P0013310,FIR-2024-005561,Mugdha Deol,deol mugdha,Complainant,Female,67.0,9342175172,"78/336, Acharya Marg, Kottayam 028646",Bengaluru City,TID-Victim-13310
P0013311,FIR-2025-005562,Upma Sarma,sarma upma,Accused,Female,33.0,,"53/664, Kashyap Circle, Rourkela-034208",Belagavi,TID-OneOff-13311
P0013312,FIR-2025-005562,George Brar,brar george,Accused,Male,42.0,,"18, Date Marg, Nellore-258087",Belagavi,TID-OneOff-13312
P0013313,FIR-2025-005562,Parth Cherian,cherian parth,Victim,Male,75.0,9535951072,,Belagavi,TID-Victim-13313
P0013314,FIR-2026-005563,Arya Kar,arya kar,Accused,Female,37.0,,,Bengaluru City,TID-OneOff-13314
P0013315,FIR-2026-005563,Yagnesh Kibe,kibe yagnesh,Complainant,Male,60.0,9694634106,,Bengaluru City,TID-Victim-13315
P0013316,FIR-2023-005564,Falan Peri,falan peri,Accused,Male,35.0,9832212691,"26/091, Raghavan, Ludhiana 019805",Davanagere,TID-OneOff-13316
P0013317,FIR-2023-005564,Nachiket Mahal,mahal nachiket,Complainant,Male,41.0,9166929668,,Davanagere,TID-Victim-13317
P0013318,FIR-2024-005565,Shivansh Dhar,dhar shivansh,Accused,Male,26.0,9644321305,"32/397, Mistry Street, Kulti-699626",Bengaluru City,TID-OneOff-13318
P0013319,FIR-2024-005565,Gavin Bhagat,bhagat gavin,Victim,Male,30.0,9177383004,"71, Kalla Street, Kottayam 044040",Bengaluru City,TID-Victim-13319
P0013320,FIR-2024-005565,Hritik Shah,hritik shah,Witness,Male,57.0,9674470288,"77, Viswanathan Zila, Bhopal 223186",Bengaluru City,TID-Witness-13320
P0013321,FIR-2025-005566,Karan Karpe,karan karpe,Accused,Male,50.0,,"H.No. 315, Dara Path, Shivpuri-009344",Udupi,TID-OneOff-13321
P0013322,FIR-2025-005566,Chaitaly Sant,chaitaly sant,Victim,Female,22.0,9159264255,"H.No. 780, Mishra Marg, Alappuzha-335891",Udupi,TID-Victim-13322
P0013323,FIR-2025-005566,Lila Rege,lila rege,Witness,Female,26.0,,,Udupi,TID-Witness-13323
P0013324,FIR-2026-005567,Vritti Chauhan,chauhan vritti,Accused,Female,47.0,9208742678,,Yadgir,TID-OneOff-13324
P0013325,FIR-2026-005567,Aayush Upadhyay,aayush upadhyay,Complainant,Male,58.0,9278883654,"79/111, Sarma Ganj, South Dumdum 737089",Yadgir,TID-Victim-13325
P0013326,FIR-2023-005568,Avni Chakraborty,avni chakraborty,Accused,Female,50.0,9946789024,"20/046, Goda Street, Mahbubnagar-847947",Bengaluru City,TID-OneOff-13326
P0013327,FIR-2023-005568,Abhiram Kala,abhiram kala,Suspect,Male,34.0,9865320020,"974, Bhat Marg, Jorhat 350323",Bengaluru City,TID-OneOff-13327
P0013328,FIR-2023-005568,Neelima Sandhu,neelima sandhu,Victim,Female,32.0,9434207676,"05, Thakkar Zila, Sasaram 618103",Bengaluru City,TID-Victim-13328
P0013329,FIR-2024-005569,Pranav Comar,comar pranav,Accused,Male,51.0,9874500035,"91/18, Sane Chowk, Nanded 728915",Bengaluru City,TID-OneOff-13329
P0013330,FIR-2024-005569,Krishna Anne,anne krishna,Victim,Male,33.0,,"H.No. 524, Chand Nagar, Patiala 754811",Bengaluru City,TID-Victim-13330
P0013331,FIR-2025-005570,Ekiya Joshi,ekiya joshi,Accused,Female,55.0,9524310828,,Bengaluru City,TID-OneOff-13331
P0013332,FIR-2025-005570,Vaishnavi Walia,vaishnavi walia,Complainant,Female,43.0,9745435463,"98, Sachdev Street, Rajkot-896626",Bengaluru City,TID-Victim-13332
P0013333,FIR-2026-005571,Ekansh Saini,ekansh saini,Accused,Male,20.0,9201023836,"H.No. 70, Sahni Street, Kalyan-Dombivli-460177",Bengaluru City,TID-OneOff-13333
P0013334,FIR-2026-005571,Lohit Sodhi,lohit sodhi,Victim,Male,31.0,9314441825,"H.No. 46, Bains Chowk, South Dumdum 709057",Bengaluru City,TID-Victim-13334
P0013335,FIR-2023-005572,Tanish  Rastogi,rastogi tanish,Accused,Male,21.0,9345938494,"764, Trivedi Road, Bhalswa Jahangir Pur 142687",Bengaluru City,TID0029
P0013336,FIR-2023-005572,Anita Sunder,anita sunder,Complainant,Female,39.0,,"502, Agrawal, Tumkur 536054",Belagavi,TID-Victim-13336
P0013337,FIR-2024-005573,Ranveer Agarwal,agarwal ranveer,Accused,Male,29.0,9922541443,"29/302, Wali Nagar, Jalna-140024",Bengaluru City,TID-OneOff-13337
P0013338,FIR-2024-005573,Vivaan Setty,setty vivaan,Victim,Male,50.0,,"44/75, Borde Zila, Malda 988792",Bengaluru City,TID-Victim-13338
P0013339,FIR-2025-005574,Imaran Parsa,imaran parsa,Accused,Male,20.0,9320710367,"66, Prakash Chowk, Rajkot 785200",Hubballi-Dharwad,TID-OneOff-13339
P0013340,FIR-2025-005574,Ekantika Vora,ekantika vora,Victim,Female,73.0,9387295049,"33/743, Dave Circle, Ramagundam-425470",Hubballi-Dharwad,TID-Victim-13340
P0013341,FIR-2025-005574,Dominic Bansal,bansal dominic,Witness,Male,53.0,9468157982,"H.No. 485, Pall Chowk, Korba 763153",Hubballi-Dharwad,TID-Witness-13341
P0013342,FIR-2026-005575,Abdul Contractor,abdul contractor,Accused,Male,54.0,9656519491,"43/19, Bhatt Path, Bally 724873",Koppal,TID0035
P0013343,FIR-2026-005575,Yug Narayanan,narayanan yug,Accused,Male,18.0,9439796641,,Hubballi-Dharwad,TID-OneOff-13343
P0013344,FIR-2026-005575,Unni Uppal,unni uppal,Victim,Female,59.0,9117015966,"H.No. 60, Rout Circle, Nanded 055386",Hubballi-Dharwad,TID-Victim-13344
P0013345,FIR-2023-005576,Abhimanyu Pai,abhimanyu pai,Accused,Male,,9514896393,"H.No. 457, Rastogi Ganj, Shimoga 172097",Koppal,TID-OneOff-13345
P0013346,FIR-2023-005576,Yashica Balay,balay yashica,Victim,Female,35.0,9410445344,"14/910, Badal Road, Sambalpur-571073",Koppal,TID-Victim-13346
P0013347,FIR-2024-005577,Pratyush Handa,handa pratyush,Accused,Male,21.0,,"64/69, Sunder Road, Hosur 413499",Bengaluru City,TID0014
P0013348,FIR-2024-005577,Arunima Manda,arunima manda,Complainant,Female,75.0,9251990787,"036, Bedi, Pallavaram-666838",Chitradurga,TID-Victim-13348
P0013349,FIR-2025-005578,Azaan R.,azaan r,Accused,Male,33.0,9366186631,"46/372, Pant Chowk, Chapra 012875",Bengaluru Rural,TID0064
P0013350,FIR-2025-005578,Varsha Rao,rao varsha,Complainant,Female,66.0,9343107551,"68/92, Sami Road, Panihati-213683",Chikkaballapura,TID-Victim-13350
P0013351,FIR-2026-005579,Samart Narain,narain samart,Accused,Male,25.0,9816114302,"H.No. 36, Maharaj Ganj, Sultan Pur Majra-313959",Bengaluru City,TID0131
P0013352,FIR-2026-005579,Yashasvi Shankar,shankar yashasvi,Victim,Female,45.0,9943688336,,Chamarajanagar,TID-Victim-13352
P0013353,FIR-2026-005579,Arya Kade,arya kade,Witness,Female,31.0,9609603212,"169, Dixit, Gurgaon-662818",Chamarajanagar,TID-Witness-13353
P0013354,FIR-2023-005580,Jacob Rawal,jacob rawal,Accused,Male,53.0,9154318806,"48/699, Krish, Burhanpur-699725",Bengaluru City,TID0083
P0013355,FIR-2023-005580,Yashodhara Singh,singh yashodhara,Complainant,Female,53.0,9995729957,"97/85, Devan Ganj, Gorakhpur-516852",Bengaluru City,TID-Victim-13355
P0013356,FIR-2024-005581,Jagdish B.,b jagdish,Accused,Male,26.0,,"652, Krishnamurthy Street, Hajipur-568256",Bengaluru Rural,TID0044
P0013357,FIR-2024-005581,Noah Prasad,noah prasad,Accused,Male,36.0,,,Chitradurga,TID-OneOff-13357
P0013358,FIR-2024-005581,Gaurangi Chakrabarti,chakrabarti gaurangi,Victim,Female,67.0,9532518500,"H.No. 15, Babu Road, Saharsa 709907",Chitradurga,TID-Victim-13358
P0013359,FIR-2025-005582,Ekalinga Wagle,ekalinga wagle,Accused,Male,44.0,9122997925,"H.No. 512, Narayan Circle, Burhanpur 174571",Bengaluru City,TID-OneOff-13359
P0013360,FIR-2025-005582,Imaran Sawhney,imaran sawhney,Suspect,Male,37.0,9702801851,"04, Sane Path, Kollam-207570",Bengaluru City,TID-OneOff-13360
P0013361,FIR-2025-005582,Upkaar Bahl,bahl upkaar,Victim,Male,54.0,9824056264,"H.No. 607, Sastry Path, Saharsa 592911",Bengaluru City,TID-Victim-13361
P0013362,FIR-2026-005583,Parth  Mody,mody parth,Accused,Male,,9392431670,,Bengaluru City,TID0117
P0013363,FIR-2026-005583,Ekiya Doshi,doshi ekiya,Victim,Female,54.0,9447899831,"H.No. 03, Bhakta Marg, Mangalore 200185",Bengaluru City,TID-Victim-13363
P0013364,FIR-2026-005583,Forum Batra,batra forum,Witness,Female,,,,Bengaluru City,TID-Witness-13364
P0013365,FIR-2023-005584,Vedhika Parmar,parmar vedhika,Accused,Female,30.0,,"H.No. 569, Shenoy Zila, Chandrapur 560321",Bengaluru City,TID-OneOff-13365
P0013366,FIR-2023-005584,Faris Varma,faris varma,Victim,Male,24.0,9361249339,"42/46, Sibal Path, Madurai-090802",Bengaluru City,TID-Victim-13366
P0013367,FIR-2024-005585,Mekhala Gupta,gupta mekhala,Accused,Female,56.0,9900483504,"H.No. 930, Sarin Chowk, Ambarnath-161073",Bengaluru City,TID-OneOff-13367
P0013368,FIR-2024-005585,Bhavini Dayal,bhavini dayal,Complainant,Female,60.0,9516770652,"H.No. 04, Taneja Nagar, Bhind 806479",Bengaluru City,TID-Victim-13368
P0013369,FIR-2025-005586,Ira Kashyap,ira kashyap,Accused,Female,34.0,9463953764,,Bidar,TID-OneOff-13369
P0013370,FIR-2025-005586,Vasatika Shetty,shetty vasatika,Victim,Female,38.0,9716322969,,Bidar,TID-Victim-13370
P0013371,FIR-2026-005587,Faras Chaudry,chaudry faras,Accused,Male,44.0,9190898427,"H.No. 233, Ramanathan Marg, Tadipatri 676392",Vijayapura,TID-OneOff-13371
P0013372,FIR-2026-005587,Diya Chandra,chandra diya,Suspect,Female,46.0,9823010416,"H.No. 039, Mall Chowk, Kollam-522538",Vijayapura,TID-OneOff-13372
P0013373,FIR-2026-005587,Warhi Aurora,aurora warhi,Victim,Female,30.0,9909980160,"H.No. 06, Pant Path, New Delhi 788691",Vijayapura,TID-Victim-13373
P0013374,FIR-2023-005588,Charan Choudhury,charan choudhury,Accused,Male,24.0,9226739625,"H.No. 845, Randhawa Zila, Pudukkottai 192671",Chikkaballapura,TID-OneOff-13374
P0013375,FIR-2023-005588,Unni Raj,raj unni,Complainant,Female,64.0,9337679481,"58/35, Atwal Circle, Aurangabad 160297",Chikkaballapura,TID-Victim-13375
P0013376,FIR-2023-005588,Bhavini Bhalla,bhalla bhavini,Witness,Female,19.0,9923914634,,Chikkaballapura,TID-Witness-13376
P0013377,FIR-2024-005589,Thomas Hora,hora thomas,Accused,Male,32.0,9712146535,"H.No. 52, Kapur Nagar, Warangal 415607",Dakshina Kannada,TID-OneOff-13377
P0013378,FIR-2024-005589,Advik Venkatesh,advik venkatesh,Complainant,Male,34.0,9603836778,,Dakshina Kannada,TID-Victim-13378
P0013379,FIR-2025-005590,Bhavika  Nigam,bhavika nigam,Accused,Female,26.0,9344697448,"79/29, Prabhakar Nagar, Jehanabad-064049",Chamarajanagar,TID0053
P0013380,FIR-2025-005590,Charles Naik,charles naik,Complainant,Male,,9875401251,"967, Kota Circle, Ulhasnagar 694093",Bengaluru Rural,TID-Victim-13380
P0013381,FIR-2026-005591,Arjun Mander,arjun mander,Accused,Male,41.0,9409552676,"H.No. 86, Batta Chowk, Sonipat 298330",Bengaluru City,TID-OneOff-13381
P0013382,FIR-2026-005591,Pavani Sarin,pavani sarin,Suspect,Female,48.0,,"545, Puri Ganj, Bally 388952",Bengaluru City,TID-OneOff-13382
P0013383,FIR-2026-005591,Aarush Bhargava,aarush bhargava,Victim,Male,37.0,9278558488,"H.No. 84, Solanki Nagar, Siwan 981048",Bengaluru City,TID-Victim-13383
P0013384,FIR-2023-005592,Rajata Jaggi,jaggi rajata,Accused,Female,45.0,9977062439,"096, Nagar Path, Bhusawal 827249",Hassan,TID-OneOff-13384
P0013385,FIR-2023-005592,Oni Kamdar,kamdar oni,Complainant,Female,59.0,9559004026,"H.No. 33, Raghavan Circle, Bidar 835578",Hassan,TID-Victim-13385
P0013386,FIR-2024-005593,J. Baral,baral j,Accused,Male,34.0,,"00/946, Hegde Zila, Satara-256576",Mysuru,TID0084
P0013387,FIR-2024-005593,Upkaar Viswanathan,upkaar viswanathan,Complainant,Male,55.0,9662914482,"48/71, Goel Road, Ballia 648947",Belagavi,TID-Victim-13387
P0013388,FIR-2025-005594,Rachana Dubey,dubey rachana,Accused,Female,44.0,9828595325,"125, Wable, Bhusawal-953556",Hassan,TID-OneOff-13388
P0013389,FIR-2025-005594,Kalpit Dewan,dewan kalpit,Complainant,Male,40.0,9615263032,"41/292, Mane Circle, Jaunpur-329446",Hassan,TID-Victim-13389
P0013390,FIR-2026-005595,Azad Choudhary,azad choudhary,Accused,Male,44.0,9842304883,"121, Hayer Zila, Bangalore 309506",Bengaluru City,TID-OneOff-13390
P0013391,FIR-2026-005595,Mahika Srivastava,mahika srivastava,Victim,Female,42.0,,"446, Nadig, Panvel 277375",Bengaluru City,TID-Victim-13391
P0013392,FIR-2023-005596,Naveen Sheth,naveen sheth,Accused,Male,21.0,9298918437,"03, Narang Zila, Bathinda-401549",Bengaluru City,TID-OneOff-13392
P0013393,FIR-2023-005596,Aarna Chandra,aarna chandra,Complainant,Female,62.0,,,Bengaluru City,TID-Victim-13393
P0013394,FIR-2024-005597,Leena Jayaramana,jayaramana leena,Accused,Female,44.0,9329509408,,Chitradurga,TID0086
P0013395,FIR-2024-005597,Qasim Madan,madan qasim,Complainant,Male,60.0,9922571968,"82, Bawa Marg, Varanasi 846138",Mangaluru,TID-Victim-13395
P0013396,FIR-2025-005598,Jalsa Kapoor,jalsa kapoor,Accused,Female,,9912221583,"02, Kadakia Marg, Aurangabad-470205",Mandya,TID-OneOff-13396
P0013397,FIR-2025-005598,Maanas Narasimhan,maanas narasimhan,Victim,Male,64.0,9718452187,,Mandya,TID-Victim-13397
P0013398,FIR-2026-005599,Dhriti Bakshi,bakshi dhriti,Accused,Female,37.0,,"913, Nath Road, Sirsa 775090",Mangaluru,TID-OneOff-13398
P0013399,FIR-2026-005599,Krishna Misra,krishna misra,Complainant,Female,71.0,9992855486,"H.No. 50, Chakraborty Path, Sultan Pur Majra 773359",Mangaluru,TID-Victim-13399
P0013400,FIR-2026-005599,Gabriel Pandya,gabriel pandya,Witness,Male,,,"333, Naik, Orai 017740",Mangaluru,TID-Witness-13400
P0013401,FIR-2023-005600,A. D’Alia,a alia d,Accused,Male,19.0,9147337803,"174, Goda Chowk, Suryapet-319984",Mysuru,TID0122
P0013402,FIR-2023-005600,Zayyan Venkataraman,venkataraman zayyan,Victim,Male,56.0,9691294303,"H.No. 192, Chahal Zila, Visakhapatnam-119036",Bengaluru City,TID-Victim-13402
P0013403,FIR-2024-005601,George Sen,george sen,Accused,Male,53.0,9822365212,"452, Toor Zila, Ongole-382554",Bengaluru City,TID-OneOff-13403
P0013404,FIR-2024-005601,Aryan Kalita,aryan kalita,Complainant,Male,69.0,9958608450,"62, Salvi Road, Hajipur-596899",Bengaluru City,TID-Victim-13404
P0013405,FIR-2025-005602,Ucchal Narain,narain ucchal,Accused,Female,52.0,9794001939,"82, Chakrabarti Zila, Dhanbad-712048",Bengaluru City,TID-OneOff-13405
P0013406,FIR-2025-005602,Qabil Nagar,nagar qabil,Complainant,Male,21.0,,"H.No. 848, Bhardwaj Nagar, Suryapet-068216",Bengaluru City,TID-Victim-13406
P0013407,FIR-2026-005603,Onkar Salvi,onkar salvi,Accused,Male,42.0,9432216782,"25/02, Srivastava Circle, Ahmednagar-264232",Bengaluru City,TID-OneOff-13407
P0013408,FIR-2026-005603,Maanav Kumer,kumer maanav,Complainant,Male,37.0,9494732109,"H.No. 608, Patla Chowk, Jamalpur 667523",Bengaluru City,TID-Victim-13408
P0013409,FIR-2026-005603,Girish Chawla,chawla girish,Witness,Male,37.0,9587646614,"33, Chaudhuri Path, Mehsana 190309",Bengaluru City,TID-Witness-13409
P0013410,FIR-2023-005604,Chatura Sarafa,chatura sarafa,Accused,Male,47.0,9694494919,,Bengaluru City,TID0124
P0013411,FIR-2023-005604,Gautam Bhatnagar,bhatnagar gautam,Complainant,Male,45.0,9742817610,"H.No. 15, Mitter Path, North Dumdum-684612",Bengaluru City,TID-Victim-13411
P0013412,FIR-2024-005605,Gauri Bhandari,bhandari gauri,Accused,Female,25.0,9112508297,"839, Bal Nagar, Tiruppur-034330",Gadag,TID-OneOff-13412
P0013413,FIR-2024-005605,Manbir Kashyap,kashyap manbir,Suspect,Male,59.0,9303507070,"11/27, Dugar Path, Chennai 942445",Gadag,TID-OneOff-13413
P0013414,FIR-2024-005605,Kabir Sarma,kabir sarma,Complainant,Male,,9411574362,,Gadag,TID-Victim-13414
P0013415,FIR-2024-005605,Hiral Dube,dube hiral,Witness,Female,,,"H.No. 347, Lad Street, Khora -112573",Gadag,TID-Witness-13415
P0013416,FIR-2025-005606,Kritika Saini,kritika saini,Accused,Female,34.0,9359792248,,Hubballi-Dharwad,TID-OneOff-13416
P0013417,FIR-2025-005606,Sai Dara,dara sai,Suspect,Male,31.0,9377437157,"H.No. 82, Chauhan Nagar, Anand 961594",Hubballi-Dharwad,TID-OneOff-13417
P0013418,FIR-2025-005606,Vasana Narula,narula vasana,Complainant,Female,42.0,9790487594,"65, Vala Street, Bally-931401",Hubballi-Dharwad,TID-Victim-13418
P0013419,FIR-2026-005607,Zaitra De,de zaitra,Accused,Female,35.0,9706392476,"43/064, Natarajan Zila, Gorakhpur 638230",Bengaluru City,TID-OneOff-13419
P0013420,FIR-2026-005607,Samar Dua,dua samar,Suspect,Male,48.0,,"764, Tella Nagar, Sambhal 378542",Bengaluru City,TID-OneOff-13420
P0013421,FIR-2026-005607,Kavya Dhingra,dhingra kavya,Victim,Female,34.0,,"522, Parikh Zila, Tezpur 657299",Bengaluru City,TID-Victim-13421
P0013422,FIR-2026-005607,Oeshi Rana,oeshi rana,Witness,Female,32.0,9621795942,"89/00, Vohra Street, Nizamabad-235346",Bengaluru City,TID-Witness-13422
P0013423,FIR-2023-005608,Urmi Sachar,sachar urmi,Accused,Female,37.0,,"243, Narain Marg, Pimpri-Chinchwad-297893",Vijayapura,TID-OneOff-13423
P0013424,FIR-2023-005608,Ekaraj Kuruvilla,ekaraj kuruvilla,Complainant,Male,20.0,,"94, Kothari Marg, Guwahati 419899",Vijayapura,TID-Victim-13424
P0013425,FIR-2023-005608,Vedant Balasubramanian,balasubramanian vedant,Witness,Male,26.0,9832935023,"47, Bassi Street, Avadi-022976",Vijayapura,TID-Witness-13425
P0013426,FIR-2024-005609,C. Kothari,c kothari,Accused,Male,20.0,9584223615,"H.No. 58, Grover Road, Chandigarh 029878",Ballari,TID0065
P0013427,FIR-2024-005609,Alexander Ray,alexander ray,Accused,Male,41.0,9412650085,"58/185, Mittal Road, Ambarnath 976616",Bengaluru City,TID-OneOff-13427
P0013428,FIR-2024-005609,Garima Nadig,garima nadig,Victim,Female,,9434830520,"95/987, Jain Zila, Shimla 102833",Bengaluru City,TID-Victim-13428
P0013429,FIR-2025-005610,Advik Maharaja,advik maharaja,Accused,Male,36.0,9126855092,,Mangaluru,TID0000
P0013430,FIR-2025-005610,Udarsh Dani,dani udarsh,Complainant,Male,36.0,,"39/194, Aggarwal Marg, Agartala 205083",Bengaluru City,TID-Victim-13430
P0013431,FIR-2026-005611,Caleb Chander,caleb chander,Accused,Male,43.0,9301061950,"H.No. 80, Jani Path, Berhampur 723866",Bengaluru City,TID-OneOff-13431
P0013432,FIR-2026-005611,Zayyan Kumer,kumer zayyan,Victim,Male,60.0,9771726865,"H.No. 698, Sidhu Ganj, Nashik-178121",Bengaluru City,TID-Victim-13432
P0013433,FIR-2023-005612,Advay Banik,advay banik,Accused,Male,,,"16/49, Vig Road, Orai-240222",Mysuru,TID-OneOff-13433
P0013434,FIR-2023-005612,Manbir Chanda,chanda manbir,Complainant,Male,47.0,,"61, Manne Road, Gandhinagar-408281",Mysuru,TID-Victim-13434
P0013435,FIR-2024-005613,Advay Babu,advay babu,Accused,Male,58.0,,,Bengaluru City,TID-OneOff-13435
P0013436,FIR-2024-005613,Samesh Madan,madan samesh,Victim,Male,32.0,9362040028,"H.No. 452, Balakrishnan Nagar, Bhimavaram-707337",Bengaluru City,TID-Victim-13436
P0013437,FIR-2025-005614,Ojasvi Suresh,ojasvi suresh,Accused,Female,57.0,9861860637,"25, Sarna Street, Dhule-505396",Bengaluru City,TID0042
P0013438,FIR-2025-005614,Ronith Barad,barad ronith,Accused,Male,55.0,9624491070,,Udupi,TID-OneOff-13438
P0013439,FIR-2025-005614,Urvi Wagle,urvi wagle,Victim,Female,72.0,9684579528,,Udupi,TID-Victim-13439
P0013440,FIR-2026-005615,Ranveer Keer,keer ranveer,Accused,Male,34.0,9137847645,"72/992, Mahal, Medininagar-935983",Bengaluru City,TID-OneOff-13440
P0013441,FIR-2026-005615,Dhriti Varma,dhriti varma,Victim,Female,52.0,9770158044,"H.No. 804, Jhaveri Street, Kalyan-Dombivli-623963",Bengaluru City,TID-Victim-13441
P0013442,FIR-2023-005616,Harita Handa,handa harita,Accused,Female,49.0,,"789, Gill Marg, Mathura 990681",Davanagere,TID-OneOff-13442
P0013443,FIR-2023-005616,Tanmayi Ganesan,ganesan tanmayi,Victim,Female,56.0,9413411163,"465, Dixit Ganj, Jamnagar 521937",Davanagere,TID-Victim-13443
P0013444,FIR-2023-005616,Radhika Goel,goel radhika,Witness,Female,46.0,,"H.No. 03, Kumar Ganj, Berhampur-848594",Davanagere,TID-Witness-13444
P0013445,FIR-2024-005617,Amol Nagy,amol nagy,Accused,Male,52.0,9100484530,"H.No. 536, Master Path, Katihar 574919",Belagavi,TID-OneOff-13445
P0013446,FIR-2024-005617,Atharv Bala,atharv bala,Suspect,Male,42.0,9897023976,"53/777, Arora Nagar, Jamnagar 650682",Belagavi,TID-OneOff-13446
P0013447,FIR-2024-005617,Warjas Buch,buch warjas,Complainant,Male,61.0,9498158064,"71/81, Yogi Road, Giridih-752170",Belagavi,TID-Victim-13447
P0013448,FIR-2025-005618,Quincy Pal,pal quincy,Accused,Male,37.0,9992354269,"84/396, Shan Chowk, Kolhapur 555430",Belagavi,TID-OneOff-13448
P0013449,FIR-2025-005618,Tanvi Bera,bera tanvi,Complainant,Female,49.0,9399554229,"H.No. 357, Mody, Dibrugarh-719867",Belagavi,TID-Victim-13449
P0013450,FIR-2026-005619,Zaitra Karnik,karnik zaitra,Accused,Female,56.0,9924661940,"97/30, Choudhury Path, Belgaum-491215",Hubballi-Dharwad,TID-OneOff-13450
P0013451,FIR-2026-005619,Balvan Koshy,balvan koshy,Complainant,Male,,9377843044,"362, Nadig Zila, Khammam 287355",Hubballi-Dharwad,TID-Victim-13451
P0013452,FIR-2023-005620,Caleb Samia,caleb samia,Accused,Male,53.0,9753895400,"54/170, Venkatesh Chowk, Nellore-171207",Chitradurga,TID0002
P0013453,FIR-2023-005620,Yashawini Chhabra,chhabra yashawini,Complainant,Female,55.0,9180395512,,Bengaluru City,TID-Victim-13453
P0013454,FIR-2024-005621,ROBERT LANKA,lanka robert,Accused,Male,45.0,9554814084,"H.No. 07, Bhat Ganj, Karimnagar-648306",Chitradurga,TID0075
P0013455,FIR-2024-005621,Ikshita Jayaraman,ikshita jayaraman,Victim,Female,,9298930579,"H.No. 033, Dhillon Chowk, Silchar-763321",Bengaluru City,TID-Victim-13455
P0013456,FIR-2025-005622,Y. Ratta,ratta y,Accused,Female,53.0,9829627019,"869, Din Marg, Mahbubnagar 535221",Bengaluru City,TID0145
P0013457,FIR-2025-005622,Mugdha Ram,mugdha ram,Victim,Female,26.0,9189252279,"76, Garde Zila, Allahabad-965410",Bengaluru Rural,TID-Victim-13457
P0013458,FIR-2026-005623,Wahab Kade,kade wahab,Accused,Male,57.0,9981273956,"26, Bhandari Road, Sangli-Miraj & Kupwad 058352",Chikkamagaluru,TID-OneOff-13458
P0013459,FIR-2026-005623,Henry Chandra,chandra henry,Suspect,Male,24.0,9184900270,"79, Ramesh Street, Bhind 840609",Chikkamagaluru,TID-OneOff-13459
P0013460,FIR-2026-005623,Laksh Kunda,kunda laksh,Complainant,Male,23.0,9200398484,,Chikkamagaluru,TID-Victim-13460
P0013461,FIR-2023-005624,Pushti Sehgal,pushti sehgal,Accused,Female,31.0,9129406319,"H.No. 64, Sundaram Road, Jehanabad 323496",Bengaluru City,TID-OneOff-13461
P0013462,FIR-2023-005624,Tanveer Thaker,tanveer thaker,Victim,Male,36.0,9854107819,,Bengaluru City,TID-Victim-13462
P0013463,FIR-2024-005625,H. Krish,h krish,Accused,Male,23.0,9781205180,"34, Sen Road, Thanjavur-798457",Bengaluru City,TID0109
P0013464,FIR-2024-005625,Ekantika Dhaliwal,dhaliwal ekantika,Complainant,Female,66.0,9873677995,"794, Palla Chowk, Bhubaneswar-302007",Yadgir,TID-Victim-13464
P0013465,FIR-2025-005626,Aryan Sanghvi,aryan sanghvi,Accused,Male,48.0,9983253696,"H.No. 84, Deo Path, Jamnagar 950204",Chitradurga,TID-OneOff-13465
P0013466,FIR-2025-005626,Imaran Bera,bera imaran,Victim,Male,61.0,9576817346,"75, Verma Ganj, Agartala 488875",Chitradurga,TID-Victim-13466
P0013467,FIR-2025-005626,Guneet Nagarajan,guneet nagarajan,Witness,Male,,,"81/02, Lad Street, Munger-882228",Chitradurga,TID-Witness-13467
P0013468,FIR-2026-005627,Victor Kanda,kanda victor,Accused,Male,21.0,,,Bengaluru City,TID-OneOff-13468
P0013469,FIR-2026-005627,Charan Loyal,charan loyal,Complainant,Male,41.0,9164664015,"92, Lata Path, Raebareli-309093",Bengaluru City,TID-Victim-13469
P0013470,FIR-2023-005628,Hemang Mangal,hemang mangal,Accused,Male,20.0,9420439653,"07/27, Bail Circle, Junagadh 909551",Chitradurga,TID-OneOff-13470
P0013471,FIR-2023-005628,Yash Chakraborty,chakraborty yash,Complainant,Male,36.0,9738806529,"349, Sundaram, Chittoor-195237",Chitradurga,TID-Victim-13471
P0013472,FIR-2024-005629,Ekansh Kalita,ekansh kalita,Accused,Male,18.0,9524391561,"H.No. 26, Halder Nagar, Jalgaon-287141",Chikkamagaluru,TID-OneOff-13472
P0013473,FIR-2024-005629,Dipta Kata,dipta kata,Complainant,Female,35.0,,"27/48, Nazareth Chowk, Farrukhabad 752286",Chikkamagaluru,TID-Victim-13473
