account_id,holder_name,bank,district,is_mule
ACC004643,Nimrat Rege,Yes Bank,Ramanagara,false
ACC004644,Kashish Ratta,HDFC Bank,Uttara Kannada,false
ACC004645,Saksham Bahri,HDFC Bank,Hassan,false
ACC004646,Benjamin Raman,HDFC Bank,Bengaluru City,false
ACC004647,Oni Thakkar,Union Bank,Chitradurga,false
ACC004648,Fitan Sinha,Canara Bank,Bengaluru City,false
ACC004649,Ishaan Chadha,IDBI Bank,Bengaluru City,false
ACC004650,Baghyawati Varma,ICICI Bank,Belagavi,false
ACC004651,Janya Dhaliwal,HDFC Bank,Vijayapura,false
ACC004652,Tanveer Goswami,Axis Bank,Bengaluru City,false
ACC004653,Alka Gara,Union Bank,Bengaluru City,true
ACC004654,Finn Shere,Kotak Mahindra,Udupi,false
ACC004655,Anusha Saini,Canara Bank,Bengaluru City,false
ACC004656,Logan Krishnan,Karnataka Bank,Bengaluru City,false
ACC004657,Veda Seth,PNB,Yadgir,false
ACC004658,Aarnav Narula,PNB,Bengaluru City,false
ACC004659,Triveni Chopra,SBI,Bengaluru City,true
ACC004660,Qarin Gupta,Bank of Baroda,Shivamogga,false
ACC004661,Ranbir Kadakia,Bank of Baroda,Uttara Kannada,false
ACC004662,Bhavani Krishnan,PNB,Chitradurga,false
ACC004663,Sachi Hayer,HDFC Bank,Chamarajanagar,false
ACC004664,Daniel Wali,Kotak Mahindra,Haveri,false
ACC004665,Bahadurjit Basu,HDFC Bank,Bengaluru City,false
ACC004666,Forum Dhar,HDFC Bank,Bengaluru City,false
ACC004667,Samaksh Vaidya,Karnataka Bank,Mandya,false
ACC004668,Naksh  Bhandari,PNB,Bengaluru City,false
ACC004669,Bhavya Sathe,Canara Bank,Bengaluru City,true
ACC004670,Shaurya Pillai,Canara Bank,Bengaluru City,false
ACC004671,Shravya Goyal,Union Bank,Tumakuru,false
ACC004672,Simon Wable,Axis Bank,Ramanagara,false
ACC004673,Reva Viswanathan,Karnataka Bank,Bengaluru City,false
ACC004674,Krish Suri,PNB,Bengaluru City,false
ACC004675,Tara Soni,Union Bank,Bengaluru City,false
ACC004676,Reyansh Mall,Canara Bank,Bengaluru City,false
ACC004677,Nihal Saxena,HDFC Bank,Bengaluru City,false
ACC004678,Elijah Krishnan,PNB,Bengaluru City,false
ACC004679,Ojasvi Suresh,SBI,Udupi,false
ACC004680,Peter Chandran,PNB,Belagavi,false
ACC004681,Gopal Loke,Canara Bank,Bengaluru City,true
ACC004682,Karan Bajaj,IDBI Bank,Kolar,false
ACC004683,Aarav Kaul,Union Bank,Davanagere,false
ACC004684,Jalsa Kapoor,Bank of Baroda,Dakshina Kannada,false
ACC004685,Fiyaz Bhakta,Canara Bank,Mysuru,false
ACC004686,Kamala Nath,Union Bank,Udupi,false
ACC004687,Balendra Roy,ICICI Bank,Bengaluru City,false
ACC004688,Harinakshi Nagi,Kotak Mahindra,Raichur,false
ACC004689,Raghav D’Alia,SBI,Bengaluru City,false
ACC004690,Tamanna Joshi,IDBI Bank,Bengaluru City,false
ACC004691,Pratyush Toor,Canara Bank,Bengaluru City,true
ACC004692,UDYATI MALHOTRA,HDFC Bank,Bengaluru City,false
ACC004693,Yuvraj Ahluwalia,Union Bank,Bengaluru City,false
ACC004694,Christopher Dutt,Canara Bank,Bengaluru City,false
ACC004695,Lucky Mammen,Canara Bank,Bengaluru City,false
ACC004696,Fiyaz Gour,Axis Bank,Kolar,false
ACC004697,Ekbal Zachariah,HDFC Bank,Tumakuru,false
ACC004698,Qasim Ganesan,Bank of Baroda,Bengaluru City,false
ACC004699,Mohini Dhillon,HDFC Bank,Chitradurga,false
ACC004700,Devika Kakar,SBI,Chikkamagaluru,false
ACC004701,Idika Randhawa,IDBI Bank,Koppal,false
ACC004702,Aadi Mutti,IDBI Bank,Bengaluru City,false
ACC004703,Siya Keer,IDBI Bank,Bengaluru City,false
ACC004704,Harish Contractor,PNB,Bengaluru City,false
ACC004705,Ekantika Naidu,IDBI Bank,Bengaluru City,false
ACC004706,Naksh Bhandaria,Yes Bank,Chikkaballapura,false
ACC004707,Amol Gour,Karnataka Bank,Ramanagara,false
ACC004708,Tanvi  Sunder,Axis Bank,Chikkaballapura,false
ACC004709,Ayaan Rai,IDBI Bank,Bengaluru City,false
ACC004710,Aarav Anne,SBI,Bengaluru City,false
ACC004711,Gaurav Dutt,IDBI Bank,Belagavi,false
ACC004712,Rohan Parikh,Yes Bank,Bengaluru City,false
ACC004713,Henry Sundaram,Axis Bank,Dakshina Kannada,false
ACC004714,Unnati Mistry,Kotak Mahindra,Hassan,false
ACC004715,Michael Chhabra,Kotak Mahindra,Ramanagara,false
ACC004716,Manthan Sastry,Union Bank,Bengaluru City,false
ACC004717,Omkaar Comar,Union Bank,Chamarajanagar,false
ACC004718,Aadi Sura,Karnataka Bank,Bengaluru City,false
ACC004719,Ishita Bera,Kotak Mahindra,Kolar,false
ACC004720,Xiti Mammen,ICICI Bank,Mysuru,false
ACC004721,Sai Parmar,Canara Bank,Vijayapura,false
ACC004722,Vedhika Rana,HDFC Bank,Koppal,false
ACC004723,Vaishnavi Kunda,Yes Bank,Bengaluru City,false
ACC004724,Wriddhish Mandal,PNB,Bengaluru City,false
ACC004725,Lopa K.,ICICI Bank,Bengaluru City,true
ACC004726,Fiyaz Bandi,Canara Bank,Davanagere,false
ACC004727,Ayushman Dey,PNB,Davanagere,false
ACC004728,Mohini Padmanabhan,ICICI Bank,Mandya,false
ACC004729,Gopal Barad,IDBI Bank,Bidar,false
ACC004730,Karan Kanda,Canara Bank,Yadgir,false
ACC004731,Vincent Kala,Union Bank,Bengaluru City,false
ACC004732,Ekaja Goel,ICICI Bank,Bengaluru City,false
ACC004733,Harish Oommen,Union Bank,Koppal,false
ACC004734,Bishakha Bali,Kotak Mahindra,Chamarajanagar,false
ACC004735,Gauri Manda,Union Bank,Kalaburagi,false
ACC004736,Ikshita Padmanabhan,Union Bank,Bengaluru City,false
ACC004737,Veda Pillay,Axis Bank,Shivamogga,false
ACC004738,Lohit Parmer,Bank of Baroda,Raichur,false
ACC004739,B. Rajan,PNB,Bengaluru City,false
ACC004740,Brinda Parekh,Bank of Baroda,Bengaluru City,false
ACC004741,Daniel Balakrishnan,SBI,Raichur,false
ACC004742,Vanya Kara,PNB,Chamarajanagar,false
ACC004743,Tanvi Gola,Karnataka Bank,Kalaburagi,false
ACC004744,Tanish Lata,ICICI Bank,Raichur,false
ACC004745,Dipta Pau,Union Bank,Bengaluru Rural,false
ACC004746,Bakhshi Narayanan,SBI,Kolar,false
ACC004747,Charan Bawa,Yes Bank,Davanagere,false
ACC004748,George Bahri,Axis Bank,Yadgir,false
ACC004749,Divya Shana,PNB,Bengaluru City,false
ACC004750,Manan Dalal,Canara Bank,Davanagere,false
ACC004751,Nirja  Sarin,Canara Bank,Yadgir,false
ACC004752,Omaja Kumar,SBI,Bengaluru City,false
ACC004753,Laban Mallick,ICICI Bank,Bengaluru City,false
ACC004754,U. Andra,Karnataka Bank,Bengaluru Rural,false
ACC004755,Luke Yadav,Karnataka Bank,Yadgir,false
ACC004756,Bhavna Datta,Kotak Mahindra,Bengaluru City,false
ACC004757,Frederick Sama,HDFC Bank,Hassan,false
ACC004758,Quincy Pal,IDBI Bank,Koppal,false
ACC004759,Baljiwan Kaur,Bank of Baroda,Chikkamagaluru,false
ACC004760,HENRY KRISH,Bank of Baroda,Hubballi-Dharwad,false
ACC004761,Zehaan Mannan,Yes Bank,Bengaluru City,false
ACC004762,Krishna Mital,Union Bank,Bengaluru City,false
ACC004763,Arin Panchal,Union Bank,Bengaluru City,false
ACC004764,Faraj Mody,PNB,Bengaluru City,false
ACC004765,Ucchal Samra,ICICI Bank,Bengaluru City,false
ACC004766,Yashoda Bali,Karnataka Bank,Ballari,false
ACC004767,Yasti Mandal,Bank of Baroda,Bengaluru City,false
ACC004768,Vanya Ray,HDFC Bank,Bengaluru City,false
ACC004769,Dakshesh Loyal,Axis Bank,Chikkaballapura,false
ACC004770,Pranav Jain,Axis Bank,Bagalkote,false
ACC004771,Forum Soman,ICICI Bank,Mandya,false
ACC004772,Zehaan Gola,Bank of Baroda,Mandya,false
ACC004773,Henry Zachariah,PNB,Bengaluru City,true
ACC004774,Ikbal  Bhardwaj,Bank of Baroda,Bengaluru City,true
ACC004775,Hitesh Divan,Karnataka Bank,Chikkaballapura,false
ACC004776,Umang Natarajan,Bank of Baroda,Bengaluru City,false
ACC004777,Arin Datta,PNB,Bengaluru City,true
ACC004778,Vincent Chhabra,Union Bank,Ballari,false
ACC004779,Harrison Doshi,Canara Bank,Shivamogga,false
ACC004780,Saksham Bumb,Axis Bank,Bengaluru City,false
ACC004781,Prisha Chadha,Canara Bank,Dakshina Kannada,false
ACC004782,Ekavir Bava,Kotak Mahindra,Bengaluru City,false
ACC004783,Idika Koshy,Kotak Mahindra,Kalaburagi,false
ACC004784,Umang Palla,Canara Bank,Bengaluru City,false
ACC004785,Lakshit Mittal,PNB,Bengaluru City,false
ACC004786,Charvi Naik,Kotak Mahindra,Kalaburagi,false
ACC004787,Imaran Agarwal,Bank of Baroda,Kolar,false
ACC004788,Naksh Bhandaria,PNB,Ramanagara,false
ACC004789,Ishwar K.,SBI,Mangaluru,false
ACC004790,Nidra Mangat,Union Bank,Udupi,false
ACC004791,Yatin Sharaf,Yes Bank,Chikkamagaluru,false
ACC004792,Ekapad Khosla,PNB,Chikkamagaluru,false
ACC004793,Netra Ravel,Union Bank,Belagavi,false
ACC004794,Gaurika Jhaveri,PNB,Bengaluru City,false
ACC004795,Warda Mandal,Canara Bank,Bengaluru City,true
ACC004796,Omkaar Raghavan,Karnataka Bank,Haveri,false
ACC004797,Divya Dugar,PNB,Dakshina Kannada,false
ACC004798,Neha Shetty,Canara Bank,Bengaluru City,false
ACC004799,Rushil Kara,ICICI Bank,Bengaluru City,false
ACC004800,Bhavika N.,HDFC Bank,Yadgir,false
ACC004801,Jonathan Pant,HDFC Bank,Haveri,false
ACC004802,OM CHAUDRY,Canara Bank,Gadag,false
ACC004803,Aarna Srivastava,PNB,Bengaluru City,false
ACC004804,Abdul Contractora,IDBI Bank,Bidar,false
ACC004805,Daksha Deshmukh,Bank of Baroda,Bengaluru City,false
ACC004806,Varenya Dalal,Canara Bank,Bengaluru City,false
ACC004807,Vanya Kara,Union Bank,Mandya,false
ACC004808,Lajita Bora,Karnataka Bank,Bengaluru Rural,false
ACC004809,Simon Gill,Union Bank,Bengaluru City,false
ACC004810,Jatin Rastogi,Kotak Mahindra,Chitradurga,false
ACC004811,Jasmit Dhar,SBI,Bengaluru City,false
ACC004812,Zaid Shetty,PNB,Bengaluru City,false
ACC004813,Abhiram Ramesh,HDFC Bank,Chikkaballapura,false
ACC004814,Umang Jayaraman,Axis Bank,Koppal,false
ACC004815,Tanmayi Gole,PNB,Uttara Kannada,false
ACC004816,Hemani Din,Yes Bank,Mandya,false
ACC004817,Ekaraj Samra,Union Bank,Bengaluru City,false
ACC004818,Rayaan Barad,PNB,Chikkamagaluru,false
ACC004819,Jasmit Bala,ICICI Bank,Bengaluru City,false
ACC004820,Benjamin Ravel,Yes Bank,Bengaluru City,false
ACC004821,Pahal Pau,Yes Bank,Bengaluru City,false
ACC004822,Chaaya Soman,ICICI Bank,Bengaluru City,false
ACC004823,Ranveer Kashyap,IDBI Bank,Bengaluru City,false
ACC004824,Hitesh Sane,Canara Bank,Bengaluru City,false
ACC004825,Yadavi Sharaf,Yes Bank,Bengaluru City,false
ACC004826,Chaitanya Sha,IDBI Bank,Kolar,false
ACC004827,Niharika Choudhury,Union Bank,Mangaluru,false
ACC004828,Kiaan Pillay,Karnataka Bank,Bengaluru City,true
ACC004829,Wridesh Ganesh,Canara Bank,Ramanagara,false
ACC004830,Ekbal Chacko,IDBI Bank,Bengaluru City,false
ACC004831,Abha Pandey,Yes Bank,Bengaluru City,false
ACC004832,Jalsa Gour,SBI,Bengaluru City,false
ACC004833,Krishna Manne,HDFC Bank,Mandya,false
ACC004834,Girish Karan,Karnataka Bank,Kalaburagi,false
ACC004835,Ekaraj Vaidya,Yes Bank,Bengaluru City,false
ACC004836,Joshua Sekhon,Karnataka Bank,Bidar,false
ACC004837,Akshay Tara,Karnataka Bank,Gadag,false
ACC004838,Eshana Bir,Kotak Mahindra,Chikkamagaluru,false
ACC004839,Tanvi S.,IDBI Bank,Bengaluru City,false
ACC004840,Kamya Oommen,ICICI Bank,Mangaluru,false
ACC004841,Faraj Mittal,SBI,Uttara Kannada,false
ACC004842,Unnati Solanki,Union Bank,Kalaburagi,false
ACC004843,Bhavika Kashyap,PNB,Koppal,false
ACC004844,Manan Sha,Axis Bank,Raichur,false
ACC004845,Rachit Radhakrishnan,IDBI Bank,Bengaluru City,false
ACC004846,Saksham Mistry,Canara Bank,Bengaluru City,false
ACC004847,Lipika Pai,Bank of Baroda,Bengaluru City,false
ACC004848,Jeet Sur,Canara Bank,Belagavi,false
ACC004849,Onkar Das,Union Bank,Bengaluru City,false
ACC004850,Aashi Gupta,Karnataka Bank,Hubballi-Dharwad,false
ACC004851,Urmi Anne,Axis Bank,Bengaluru City,true
ACC004852,Amol Bal,PNB,Bengaluru City,true
ACC004853,Yachana Dasgupta,Axis Bank,Yadgir,false
ACC004854,Qabil Hayer,PNB,Hubballi-Dharwad,false
ACC004855,Azaan Mannan,PNB,Uttara Kannada,false
ACC004856,RANVEER MALL,HDFC Bank,Bidar,false
ACC004857,Sarthak Kapoor,Bank of Baroda,Ramanagara,false
ACC004858,Ridhi Vora,Kotak Mahindra,Chikkaballapura,false
ACC004859,Nirja Sarina,Yes Bank,Bengaluru City,true
ACC004860,William Divan,Bank of Baroda,Kalaburagi,false
ACC004861,Finn Tiwari,Yes Bank,Raichur,false
ACC004862,David Acharya,Axis Bank,Bengaluru City,true
ACC004863,Chameli Bhagat,Yes Bank,Bengaluru City,true
ACC004864,Dhriti Ben,Bank of Baroda,Bengaluru City,true
ACC004865,Qarin Varghese,Union Bank,Bengaluru City,true
ACC004866,Unnati Boase,Kotak Mahindra,Bengaluru City,false
ACC004867,Isaac Saini,SBI,Tumakuru,false
ACC004868,Zayyan Vig,PNB,Bidar,false
ACC004869,Pratyush Sankaran,Yes Bank,Bengaluru City,false
ACC004870,Harshil Dey,Karnataka Bank,Bengaluru City,false
ACC004871,Bhavna Lad,Bank of Baroda,Uttara Kannada,false
ACC004872,Darpan Comar,Kotak Mahindra,Kolar,false
ACC004873,Ganga Bhagat,SBI,Chikkamagaluru,false
ACC004874,Isaac Buch,Kotak Mahindra,Gadag,false
ACC004875,Lakshit Borde,Kotak Mahindra,Bengaluru City,false
ACC004876,David Mital,Bank of Baroda,Bengaluru City,true
ACC004877,Zaitra Edwin,Union Bank,Gadag,false
ACC004878,Ucchal Kalla,HDFC Bank,Dakshina Kannada,false
ACC004879,Bhanumati Anand,PNB,Chitradurga,false
ACC004880,Parth Padmanabhan,IDBI Bank,Kalaburagi,false
ACC004881,Eshana Sarma,Union Bank,Ballari,false
ACC004882,Matthew Goel,Karnataka Bank,Ramanagara,false
ACC004883,Pratyush Bhagat,Bank of Baroda,Tumakuru,false
ACC004884,Rayaan Barad,Bank of Baroda,Tumakuru,false
ACC004885,Panini Anand,SBI,Bengaluru City,true
ACC004886,Diya Palan,ICICI Bank,Tumakuru,false
ACC004887,Warinder Sharma,Yes Bank,Bengaluru City,false
ACC004888,Logan Krishnan,Union Bank,Bengaluru City,false
ACC004889,Neel Korpal,Union Bank,Bengaluru City,false
ACC004890,Owen Mannan,IDBI Bank,Bengaluru City,false
ACC004891,Panini Tailor,SBI,Bengaluru City,false
ACC004892,Simon Arya,Yes Bank,Mangaluru,false
ACC004893,Victor Yadava,Karnataka Bank,Davanagere,false
ACC004894,Aarav L.,ICICI Bank,Bengaluru City,true
ACC004895,Harinakshi Magar,IDBI Bank,Chikkaballapura,false
ACC004896,Aryan Balan,Union Bank,Mandya,false
ACC004897,Saksham Parekh,Kotak Mahindra,Davanagere,false
ACC004898,Yug Misra,IDBI Bank,Bengaluru City,true
ACC004899,Om Goda,SBI,Vijayapura,false
ACC004900,Rudra Gara,Yes Bank,Chamarajanagar,false
ACC004901,Nachiket Sengupta,HDFC Bank,Bengaluru Rural,false
ACC004902,Xavier Krishnan,Kotak Mahindra,Vijayapura,false
ACC004903,Vedant Dass,Axis Bank,Bengaluru City,false
ACC004904,Upkaar Balasubramanian,Bank of Baroda,Bengaluru City,false
ACC004905,Charvi Hegde,Axis Bank,Haveri,false
ACC004906,Charvi Dey,PNB,Bagalkote,false
ACC004907,Dev Chaudry,Karnataka Bank,Mysuru,false
ACC004908,Shivani More,IDBI Bank,Bengaluru City,false
ACC004909,Nihal Rana,HDFC Bank,Shivamogga,false
ACC004910,Christopher Guha,Bank of Baroda,Kolar,false
ACC004911,Chandresh Ratta,Canara Bank,Chikkaballapura,false
ACC004912,Fitan  Raghavan,PNB,Bengaluru City,false
ACC004913,Frederick Agate,Yes Bank,Mysuru,false
ACC004914,Yutika Dua,HDFC Bank,Bengaluru City,false
ACC004915,Lakshit Bhatnagar,PNB,Bengaluru City,true
ACC004916,Nimrat Bhakta,Union Bank,Bengaluru Rural,false
ACC004917,Pooja Loyal,IDBI Bank,Bengaluru City,false
ACC004918,Fitan Kadakia,HDFC Bank,Bengaluru City,false
ACC004919,Leena  Jayaraman,Yes Bank,Ballari,false
ACC004920,Mitesh Lall,SBI,Dakshina Kannada,false
ACC004921,Balveer Chada,Kotak Mahindra,Bengaluru City,false
ACC004922,Theodore Chaudhary,Axis Bank,Haveri,false
ACC004923,Unnati Boase,Bank of Baroda,Bengaluru City,false
ACC004924,Nisha Parmer,ICICI Bank,Bengaluru City,false
ACC004925,Irya Randhawa,IDBI Bank,Bengaluru City,false
ACC004926,Abha Vora,HDFC Bank,Chamarajanagar,false
ACC004927,Yash Shah,ICICI Bank,Belagavi,false
ACC004928,ABDUL CONTRACTOR,Karnataka Bank,Bengaluru City,false
ACC004929,Nihal Edwin,SBI,Bengaluru City,false
ACC004930,Victor Bajaj,IDBI Bank,Bengaluru City,false
ACC004931,Qasim Kade,ICICI Bank,Hubballi-Dharwad,false
ACC004932,Brinda Peri,Karnataka Bank,Bengaluru City,false
ACC004933,Gayathri Sengupta,SBI,Vijayapura,false
ACC004934,Netra Sundaram,Kotak Mahindra,Bengaluru City,false
ACC004935,Manan Kibe,Yes Bank,Bengaluru City,false
ACC004936,Udant Sandhu,ICICI Bank,Hubballi-Dharwad,false
ACC004937,Neelima Anne,Karnataka Bank,Raichur,false
ACC004938,Jagdish Bhardwaja,Yes Bank,Bidar,false
ACC004939,Eesha Badal,Karnataka Bank,Ramanagara,false
ACC004940,Varenya Parmer,Karnataka Bank,Bengaluru City,false
ACC004941,Saumya Venkataraman,SBI,Bengaluru City,false
ACC004942,Ryan  Yadav,Bank of Baroda,Bengaluru City,true
ACC004943,Dalaja Bains,Kotak Mahindra,Bengaluru City,false
ACC004944,Pratyush Grewal,PNB,Mandya,false
ACC004945,Tejas Anand,Union Bank,Bengaluru City,false
ACC004946,Gopal Ghose,Axis Bank,Bengaluru City,true
ACC004947,Elijah Kant,IDBI Bank,Dakshina Kannada,false
ACC004948,Kiaan Doshi,Union Bank,Uttara Kannada,false
ACC004949,Tanay Kadakia,PNB,Bengaluru City,false
ACC004950,Teerth Ganesh,Bank of Baroda,Shivamogga,false
ACC004951,Frederick Ranganathan,SBI,Bengaluru City,false
ACC004952,Rachit Narayanan,IDBI Bank,Bengaluru Rural,false
ACC004953,Inaya Nayak,Union Bank,Bengaluru City,false
ACC004954,Prisha Biswas,HDFC Bank,Bengaluru City,false
ACC004955,Aishani Subramaniam,Kotak Mahindra,Bengaluru City,false
ACC004956,Jonathan Taneja,HDFC Bank,Davanagere,false
ACC004957,Dalbir Mane,IDBI Bank,Davanagere,false
ACC004958,Nachiket R.,ICICI Bank,Bengaluru City,true
ACC004959,Maanas Yadav,PNB,Bengaluru City,false
ACC004960,Omya Basu,HDFC Bank,Bengaluru City,false
ACC004961,Ekaja Sridhar,Karnataka Bank,Bengaluru City,false
ACC004962,Eshana Bir,PNB,Bengaluru City,false
ACC004963,Onkar Zachariah,Axis Bank,Bengaluru City,false
ACC004964,Ikshita Rastogi,PNB,Davanagere,false
ACC004965,Alexander Chander,Yes Bank,Bengaluru City,false
ACC004966,Charan Johal,IDBI Bank,Shivamogga,false
ACC004967,Bahadurjit Yohannan,Bank of Baroda,Bengaluru City,false
ACC004968,Vivaan Wadhwa,ICICI Bank,Bengaluru Rural,false
ACC004969,Avi Brahmbhatt,Union Bank,Yadgir,false
ACC004970,Naveen Patla,IDBI Bank,Bengaluru City,false
ACC004971,Maya Magar,Union Bank,Bengaluru City,false
ACC004972,Azad Bhatnagar,IDBI Bank,Vijayapura,false
ACC004973,Eesha Din,Union Bank,Vijayapura,false
ACC004974,Christopher Varughese,Karnataka Bank,Bengaluru City,true
ACC004975,Imaran Bhavsar,Bank of Baroda,Ballari,false
ACC004976,Q. Gaba,PNB,Haveri,false
ACC004977,Bakhshi N.,PNB,Mangaluru,false
ACC004978,Nathan Soman,Axis Bank,Mandya,false
ACC004979,Suhani Dayal,Karnataka Bank,Bengaluru City,false
ACC004980,Jagat Gaba,ICICI Bank,Shivamogga,false
ACC004981,Dhruv Pradhan,Kotak Mahindra,Mysuru,false
ACC004982,Jeremiah Bal,Yes Bank,Bengaluru City,false
ACC004983,Indali Saini,HDFC Bank,Bengaluru City,true
ACC004984,Owen Rattan,PNB,Bengaluru City,true
ACC004985,David Shan,HDFC Bank,Tumakuru,false
ACC004986,Priya Sachdeva,Karnataka Bank,Bengaluru Rural,false
ACC004987,Mitesh Prashad,IDBI Bank,Bengaluru City,false
ACC004988,Hitesh Madan,HDFC Bank,Hassan,false
ACC004989,Bimala Batta,Canara Bank,Kalaburagi,false
ACC004990,Orinder Kala,Yes Bank,Bengaluru City,false
ACC004991,Dev Kale,PNB,Chitradurga,false
ACC004992,A. Nath,SBI,Kalaburagi,false
ACC004993,Falan Biswas,HDFC Bank,Davanagere,false
ACC004994,Bakhshi Sampath,Canara Bank,Gadag,false
ACC004995,Gaurav Swaminathan,ICICI Bank,Bagalkote,false
ACC004996,Gunbir Tak,Bank of Baroda,Bengaluru City,false
ACC004997,Lavanya Bhatti,Canara Bank,Yadgir,false
ACC004998,Nimrat Palla,Union Bank,Bengaluru City,false
ACC004999,Warjas Goel,Bank of Baroda,Bengaluru City,false
ACC005000,Sai Malhotra,Yes Bank,Bengaluru City,false
ACC005001,Mason Korpal,ICICI Bank,Kolar,false
ACC005002,Faras Deo,Canara Bank,Bengaluru City,true
ACC005003,Qushi Sathe,Canara Bank,Bengaluru City,false
ACC005004,Chanakya Kala,Axis Bank,Bengaluru City,false
ACC005005,Charan Maharaj,HDFC Bank,Gadag,false
ACC005006,R. Barad,IDBI Bank,Vijayapura,false
ACC005007,Victor Krishnamurthy,Canara Bank,Chamarajanagar,false
ACC005008,Siya Dube,Kotak Mahindra,Bengaluru City,false
ACC005009,Wriddhish Choudhry,SBI,Bengaluru City,false
ACC005010,Jason Bhasin,Kotak Mahindra,Bengaluru City,false
ACC005011,Meghana Karpe,HDFC Bank,Yadgir,false
ACC005012,Nitesh Dasgupta,Canara Bank,Udupi,false
ACC005013,Neelima Warrior,SBI,Bengaluru City,false
ACC005014,Jeremiah Behla,Union Bank,Bengaluru City,true
ACC005015,Girik Sankaran,HDFC Bank,Bengaluru City,false
ACC005016,N. Rattan,Kotak Mahindra,Bengaluru City,false
ACC005017,Saksham Handa,IDBI Bank,Bengaluru City,false
ACC005018,Dev Chacko,ICICI Bank,Bengaluru City,false
ACC005019,Maanas Anand,Kotak Mahindra,Mangaluru,false
ACC005020,Naksh Kata,Yes Bank,Bengaluru City,false
ACC005021,Manan Ben,Bank of Baroda,Ramanagara,false
ACC005022,Umang Yadav,Kotak Mahindra,Koppal,false
ACC005023,Jyoti Reddy,PNB,Haveri,false
ACC005024,Banjeet Loyal,Yes Bank,Bengaluru City,false
ACC005025,Maanav Bhandari,PNB,Bengaluru City,false
ACC005026,Balhaar Doshi,PNB,Bidar,false
ACC005027,Wriddhish Lal,Kotak Mahindra,Ballari,false
ACC005028,Joshua Ahuja,IDBI Bank,Chamarajanagar,false
ACC005029,Victor Yadava,Karnataka Bank,Mangaluru,false
ACC005030,Chameli Sastry,Union Bank,Bengaluru City,false
ACC005031,Charan Sethi,Karnataka Bank,Dakshina Kannada,false
ACC005032,Tanveer Gara,Canara Bank,Chitradurga,false
ACC005033,Ishwar Wali,SBI,Bengaluru City,false
ACC005034,Zilmil Sachar,ICICI Bank,Kolar,false
ACC005035,Anirudh Tiwari,Bank of Baroda,Chikkaballapura,false
ACC005036,Unni Andra,Axis Bank,Hassan,false
ACC005037,Harshil Kapadia,PNB,Udupi,false
ACC005038,Rudra Ganguly,HDFC Bank,Raichur,false
ACC005039,Odika Samra,Union Bank,Bagalkote,false
ACC005040,Harshil Divan,SBI,Vijayapura,false
ACC005041,Finn Gera,Canara Bank,Gadag,false
ACC005042,Bachittar Gandhi,HDFC Bank,Bengaluru Rural,false
ACC005043,Dalbir Gill,SBI,Koppal,false
ACC005044,Amrita Deol,Axis Bank,Bengaluru City,false
ACC005045,Nachiket Viswanathan,ICICI Bank,Bengaluru City,false
ACC005046,Ekbal Hora,Axis Bank,Ramanagara,false
ACC005047,Samesh Mitter,Yes Bank,Bagalkote,false
ACC005048,Keya Gulati,ICICI Bank,Bengaluru City,false
ACC005049,Leela Som,PNB,Bengaluru City,false
ACC005050,Urishilla Comar,Karnataka Bank,Vijayapura,false
ACC005051,Praneel Borde,ICICI Bank,Hubballi-Dharwad,false
ACC005052,Sathvik Raju,Kotak Mahindra,Chamarajanagar,false
ACC005053,Varenya Devan,Karnataka Bank,Bengaluru City,false
ACC005054,Manan Gopal,Bank of Baroda,Bengaluru City,false
ACC005055,Falan Modi,Bank of Baroda,Mangaluru,false
ACC005056,Yauvani Subramanian,PNB,Bengaluru City,false
ACC005057,Chanchal Krishnamurthy,SBI,Yadgir,false
ACC005058,Unni Andra,Karnataka Bank,Bengaluru City,false
ACC005059,Ishaan Bawa,SBI,Bengaluru City,false
ACC005060,Wakeeta Cherian,SBI,Bengaluru Rural,false
ACC005061,Yashica Grewal,Axis Bank,Bengaluru City,true
ACC005062,Timothy Sathea,Kotak Mahindra,Vijayapura,false
ACC005063,Dipta Soni,Union Bank,Tumakuru,false
ACC005064,Rehaan Mukherjee,Union Bank,Vijayapura,false
ACC005065,N. Rattan,Yes Bank,Kalaburagi,false
ACC005066,Diya Kohli,Karnataka Bank,Bengaluru City,true
ACC005067,Rachita Chander,Axis Bank,Bengaluru City,false
ACC005068,Samar Sunder,Axis Bank,Bengaluru City,false
ACC005069,Reyansh Vyas,Bank of Baroda,Bengaluru City,false
ACC005070,Jeevika Kuruvilla,Bank of Baroda,Bengaluru City,true
ACC005071,Lopa Dass,Yes Bank,Bengaluru City,true
ACC005072,Bhavya Patil,PNB,Bidar,false
ACC005073,Qushi Sidhu,Yes Bank,Chitradurga,false
ACC005074,Alexander Morar,Axis Bank,Bengaluru City,false
ACC005075,Aadhya Sem,PNB,Gadag,false
ACC005076,Reyansh  Gupta,ICICI Bank,Ramanagara,false
ACC005077,Aarnav Natt,Bank of Baroda,Ramanagara,false
ACC005078,Yochana Mistry,Canara Bank,Gadag,false
ACC005079,Reyansh Borde,Canara Bank,Kolar,false
ACC005080,Daksh Saran,HDFC Bank,Bengaluru City,false
ACC005081,Nicholas Halder,Canara Bank,Bengaluru City,false
ACC005082,Yahvi Sethi,Karnataka Bank,Belagavi,false
ACC005083,Urishilla Vala,Axis Bank,Bengaluru City,false
ACC005084,Edhitha Ratta,SBI,Bengaluru City,false
